iter	Logloss
140	0.4251957449
141	0.4249281947
142	0.4246176893
143	0.4243480508
144	0.4239104913
145	0.4235932221
146	0.4231922394
147	0.4229956634
148	0.4227195216
149	0.4223812208
150	0.4219870335
151	0.421669016
152	0.4214170135
153	0.4211589286
154	0.4209923485
155	0.4207208255
156	0.4203566309
157	0.4199181359
158	0.4196104659
159	0.4193688193
160	0.4191172751
161	0.418833608
162	0.4186024713
163	0.418437244
164	0.4181653906
165	0.4178918221
166	0.4175677041
167	0.4173146071
168	0.4170724221
169	0.4167767809
170	0.416553843
171	0.4162711469
172	0.4161070141
173	0.4158088786
174	0.4155927319
175	0.4153148296
176	0.4150897286
177	0.4148416826
178	0.4146483819
179	0.4144183816
180	0.4142480944
181	0.4139542716
182	0.4136826222
183	0.4134668939
184	0.4131740628
185	0.4131214819
186	0.4128583547
187	0.4126238104
188	0.4124166844
189	0.4122382175
190	0.4119745274
191	0.4116851325
192	0.4114577998
193	0.4112088377
194	0.4110094225
195	0.4108378991
196	0.4105480306
197	0.4102621135
198	0.4100142048
199	0.4097766159
200	0.4094898436
201	0.4092700238
202	0.4090913003
203	0.4087593456
204	0.4084680342
205	0.4082832596
206	0.4080202063
207	0.4077096714
208	0.407395675
209	0.4070978449
210	0.4068315605
211	0.4065518094
212	0.4063327202
213	0.4061298628
214	0.405941066
215	0.4057437934
216	0.4054538871
217	0.4052814823
218	0.4051304645
219	0.4050029099
220	0.4048238368
221	0.4046301572
222	0.4044314015
223	0.4042473105
224	0.404052006
225	0.4039214687
226	0.4037145598
227	0.4035060812
228	0.4033306252
229	0.4031981162
230	0.4030300276
231	0.4027705678
232	0.4024631491
233	0.4022712243
234	0.4021220061
235	0.4019167579
236	0.4017066615
237	0.401467217
238	0.4013130694
239	0.4010800229
240	0.4007610274
241	0.4005958805
242	0.4003784232
243	0.4001092189
244	0.399900223
245	0.3996817504
246	0.3994376418
247	0.3992480097
248	0.39913557
249	0.3989413125
250	0.3988379758
251	0.3986746158
252	0.3985834958
253	0.3984513895
254	0.3981786913
255	0.3979458952
256	0.3977509979
257	0.3975864633
258	0.3974382199
259	0.3971527758
260	0.3971018999
261	0.3969405142
262	0.3967406319
263	0.3965452857
264	0.396393826
265	0.3961955818
266	0.3960423199
267	0.3959164485
268	0.395727635
269	0.3954914696
270	0.3952612673
271	0.3950375663
272	0.3949171645
273	0.3947860925
274	0.3946109544
275	0.3944766871
276	0.394236084
277	0.394073686
278	0.394007922
279	0.3938264999
280	0.3936585484
281	0.393493153
282	0.3933249417
283	0.3931663225
284	0.3930125868
285	0.3928528875
286	0.3925983524
287	0.3925309192
288	0.392351139
289	0.392194499
290	0.3920414828
291	0.3918150104
292	0.3915922452
293	0.3913977987
294	0.391176934
295	0.3909863245
296	0.3908466837
297	0.3906592345
298	0.3904467463
299	0.3902429877
300	0.3901289862
301	0.3899514913
302	0.3897978736
303	0.3896579145
304	0.3894659871
305	0.3892056541
306	0.3889604198
307	0.3887919619
308	0.3886296443
309	0.3884916046
310	0.3883493274
311	0.3881622284
312	0.3878861607
313	0.387526851
314	0.3873098677
315	0.3870470113
316	0.3868809117
317	0.3867390055
318	0.3865752404
319	0.3863120085
320	0.386099501
321	0.3858655002
322	0.385671933
323	0.3854836554
324	0.3853547656
325	0.3851604286
326	0.3850334791
327	0.3849108889
328	0.3847452411
329	0.3845341309
330	0.3843972949
331	0.3842224179
332	0.3840988174
333	0.3839826475
334	0.383760088
335	0.383651202
336	0.3835126763
337	0.3834120688
338	0.3832501576
339	0.3830459521
340	0.3829486825
341	0.3827716281
342	0.38265672
343	0.3824860399
344	0.3823958316
345	0.3821524126
346	0.3820066785
347	0.3818629992
348	0.3816933187
349	0.3814952025
350	0.381291737
351	0.3811052098
352	0.3809156948
353	0.3807577647
354	0.3806121329
355	0.3804753179
356	0.3802679108
357	0.3800251434
358	0.3798155845
359	0.3796373697
360	0.379454033
361	0.379257434
362	0.3791175888
363	0.3790121201
364	0.3789023317
365	0.3786197001
366	0.3783382889
367	0.3781322087
368	0.3779362622
369	0.3777793684
370	0.3775173733
371	0.3773612315
372	0.377255004
373	0.3770548198
374	0.3768957611
375	0.3767108292
376	0.3765404874
377	0.3764380372
378	0.3763253564
379	0.3762110805
380	0.3760333864
381	0.3759080448
382	0.3757290223
383	0.3754811407
384	0.3752381387
385	0.3750308423
386	0.3747653317
387	0.3746005941
388	0.3743796921
389	0.3742165718
390	0.3741405306
391	0.3740183214
392	0.3738974129
393	0.3736552466
394	0.3734621828
395	0.3731961641
396	0.3729479913
397	0.37277307
398	0.3726536176
399	0.3724294532
400	0.3722492028
401	0.3720390103
402	0.3718961203
403	0.3717300503
404	0.371490628
405	0.3712563458
406	0.3710686916
407	0.3709461332
408	0.3707867049
409	0.3706135497
410	0.3703367892
411	0.370086221
412	0.369828426
413	0.3696585198
414	0.3694750784
415	0.369372968
416	0.3691178426
417	0.3689257408
418	0.3687452906
419	0.3685727032
420	0.3683679625
421	0.3681933761
422	0.3680326799
423	0.3678992656
424	0.3678408261
425	0.367659622
426	0.3674933571
427	0.3673318357
428	0.367245175
429	0.3671180815
430	0.366863262
431	0.3666818215
432	0.3665318095
433	0.3662919688
434	0.3659772308
435	0.3658084235
436	0.3655971279
437	0.3654143581
438	0.3652383212
439	0.365085162
440	0.3649721305
441	0.3647448107
442	0.3645574843
443	0.3642773503
444	0.3640791505
445	0.3637836289
446	0.3635695859
447	0.363411959
448	0.3631792381
449	0.3629113136
450	0.3627342772
451	0.3625049077
452	0.362327278
453	0.3621290191
454	0.3620263933
455	0.3618273369
456	0.3616318403
457	0.3615473553
458	0.3613403985
459	0.3611809693
460	0.3610412751
461	0.3608751565
462	0.360672085
463	0.36052533
464	0.3602792158
465	0.3601377031
466	0.359922297
467	0.3597008244
468	0.3595728257
469	0.3594199885
470	0.3592387736
471	0.3590741981
472	0.3587855068
473	0.3585951977
474	0.3584524731
475	0.3582725897
476	0.3581039296
477	0.3579059944
478	0.3577733219
479	0.3576417073
480	0.3574527309
481	0.3572572746
482	0.3571847927
483	0.3569858247
484	0.3568393732
485	0.356707792
486	0.3565687195
487	0.3564242763
488	0.3562369992
489	0.3559876473
490	0.3557876517
491	0.3555893275
492	0.3554349186
493	0.3551954553
494	0.3549484794
495	0.3547459942
496	0.3545930526
497	0.3544719966
498	0.35421844
499	0.3540345023
500	0.3538200861
501	0.3536585909
502	0.3535081672
503	0.3533596251
504	0.3531781955
505	0.3530022343
506	0.3528573384
507	0.3526432559
508	0.3524447959
509	0.3522892197
510	0.3520035676
511	0.3518611227
512	0.3516956152
513	0.3514652375
514	0.3513877689
515	0.3511982969
516	0.3510104182
517	0.3507930195
518	0.3506152622
519	0.3504212081
520	0.3503638064
521	0.3502391852
522	0.3500838963
523	0.3499173711
524	0.3497194169
525	0.3495171845
526	0.3493309066
527	0.3491399574
528	0.3490114001
529	0.3488477395
530	0.3486501258
531	0.3485412936
532	0.3484082436
533	0.3482293775
534	0.3480714763
535	0.347933708
536	0.3477755283
537	0.3475999378
538	0.347543313
539	0.3474817516
540	0.3473387576
541	0.3471995424
542	0.3470571262
543	0.3469107863
544	0.346761079
545	0.3466254809
546	0.3463629557
547	0.3461897268
548	0.346049578
549	0.345877782
550	0.345694387
551	0.3454989666
552	0.3453122003
553	0.3451392737
554	0.3448939738
555	0.3446647899
556	0.3445056339
557	0.3443057479
558	0.3440342169
559	0.3438349739
560	0.3436740294
561	0.3434491565
562	0.3433234777
563	0.3431558038
564	0.3430195459
565	0.3428996484
566	0.3427189228
567	0.3425000028
568	0.3423007756
569	0.3421309785
570	0.3419017501
571	0.3418106638
572	0.3417836718
573	0.3415826045
574	0.3413291632
575	0.3411750401
576	0.3410049169
577	0.3408187215
578	0.3406970359
579	0.3404571565
580	0.340347301
581	0.3401961171
582	0.340049353
583	0.3398843383
584	0.3397332844
585	0.3395866698
586	0.3394396524
587	0.3392462759
588	0.3390078779
589	0.3388520961
590	0.3386188434
591	0.3383955068
592	0.3383530144
593	0.3381711679
594	0.3380880327
595	0.337822489
596	0.3376779716
597	0.3375126082
598	0.3373694838
599	0.3371788929
600	0.3369723571
601	0.3368378773
602	0.336663527
603	0.3364917461
604	0.3363456953
605	0.3361668405
606	0.3360544674
607	0.3358273093
608	0.3357958566
609	0.3356516434
610	0.3355253674
611	0.335318151
612	0.3352029608
613	0.3350851113
614	0.3349713614
615	0.3348596702
616	0.3346696176
617	0.3344866065
618	0.334220695
619	0.3341261234
620	0.3340082493
621	0.3338655493
622	0.3337799196
623	0.3336419656
624	0.3335158618
625	0.333388311
626	0.3332721412
627	0.3331387435
628	0.3329444471
629	0.3328121192
630	0.3326772334
631	0.3325227178
632	0.3323534429
633	0.3321565891
634	0.3320053035
635	0.3318177673
636	0.3316490621
637	0.3315032902
638	0.3313590277
639	0.3311723177
640	0.3309861011
641	0.3308280824
642	0.3306354737
643	0.3305946143
644	0.33040209
645	0.3302786552
646	0.3300866487
647	0.3299424459
648	0.3298219149
649	0.3296931248
650	0.3295453953
651	0.329329841
652	0.3291746695
653	0.3290284422
654	0.3287975356
655	0.3286767131
656	0.3285509077
657	0.3283984798
658	0.328312666
659	0.3281126612
660	0.3280464037
661	0.3279126661
662	0.3277157859
663	0.3276331133
664	0.3274875852
665	0.3272995087
666	0.3270934597
667	0.3269894864
668	0.3268624127
669	0.3266991545
670	0.326679168
671	0.3265025838
672	0.326403882
673	0.3261901601
674	0.3259887157
675	0.3258117293
676	0.3256596525
677	0.3255231491
678	0.3253179306
679	0.3251960859
680	0.3251172538
681	0.3249118959
682	0.3248160194
683	0.3246724955
684	0.3244640348
685	0.324327842
686	0.3241605827
687	0.3239845546
688	0.3238238518
689	0.3236953044
690	0.3236332899
691	0.3234630405
692	0.3232631838
693	0.3230569121
694	0.3229247355
695	0.3227789845
696	0.3225754231
697	0.3224088713
698	0.3222617907
699	0.3221124728
700	0.321979276
701	0.3218369144
702	0.3216624939
703	0.3214988785
704	0.3213852409
705	0.3213170257
706	0.3211447194
707	0.3209948314
708	0.3208637887
709	0.320719323
710	0.3205507821
711	0.320401467
712	0.3202717787
713	0.3201766668
714	0.3200213615
715	0.3199502207
716	0.3198721724
717	0.3197388696
718	0.3195344045
719	0.3194978681
720	0.3193950006
721	0.3192980847
722	0.3191789528
723	0.3190612489
724	0.3189410497
725	0.3188173376
726	0.3187394682
727	0.3187341593
728	0.3186071275
729	0.3184608995
730	0.3183686497
731	0.3183436019
732	0.3182226972
733	0.3180887843
734	0.3179501592
735	0.3178067565
736	0.3175982547
737	0.3174555
738	0.3172929025
739	0.3170735415
740	0.3169728288
741	0.3168157429
742	0.3166807634
743	0.3166139855
744	0.3164846721
745	0.3163715056
746	0.3161641071
747	0.3159576371
748	0.3158822645
749	0.3156986411
750	0.3155139046
751	0.3153807158
752	0.3152626188
753	0.315135678
754	0.3149973436
755	0.3148952886
756	0.3147316992
757	0.3146048631
758	0.3144407214
759	0.3142609159
760	0.3141700365
761	0.3140420096
762	0.3138264851
763	0.3137102724
764	0.3136770233
765	0.3135834289
766	0.3134719696
767	0.3133337908
768	0.3132468707
769	0.3130847926
770	0.3129291889
771	0.3127171739
772	0.3125833491
773	0.3124629959
774	0.3122743429
775	0.3121921295
776	0.3119981177
777	0.3118757887
778	0.3117737246
779	0.3116683471
780	0.3115034714
781	0.3113976911
782	0.3112054237
783	0.3110364935
784	0.310858274
785	0.3107755822
786	0.3106796705
787	0.3105697865
788	0.3104137225
789	0.3102808348
790	0.3101034213
791	0.3099829246
792	0.3098455218
793	0.3096538091
794	0.3095119201
795	0.309397785
796	0.3092639869
797	0.3091708514
798	0.309011783
799	0.3088127889
800	0.3086242096
801	0.3084211285
802	0.3082484545
803	0.308074408
804	0.3079525264
805	0.307866788
806	0.3077227866
807	0.3075520571
808	0.3074102257
809	0.3072830404
810	0.307163222
811	0.3070871998
812	0.3070067101
813	0.3068740708
814	0.3067111183
815	0.3065945379
816	0.3064702472
817	0.3063745308
818	0.306244325
819	0.3061565427
820	0.3060928101
821	0.3060073953
822	0.3058390625
823	0.3057131347
824	0.3055217639
825	0.305433497
826	0.3052765514
827	0.3051415137
828	0.3049537304
829	0.3048696224
830	0.3047047722
831	0.3045882513
832	0.304480258
833	0.3043241982
834	0.3041865838
835	0.3040528904
836	0.3038818322
837	0.3037022863
838	0.3035887741
839	0.3034606132
840	0.303357731
841	0.3032304603
842	0.3030885789
843	0.3029881688
844	0.3028544862
845	0.3027513787
846	0.3026143868
847	0.3024310532
848	0.3023579309
849	0.3022645509
850	0.3021763807
851	0.3020819363
852	0.3019596603
853	0.3018257222
854	0.3017349861
855	0.3016302561
856	0.3015146838
857	0.301339419
858	0.3012512934
859	0.3011661235
860	0.3011080401
861	0.3009498217
862	0.3008142685
863	0.3007171768
864	0.3006436726
865	0.300557526
866	0.3003699327
867	0.3003034602
868	0.300211799
869	0.3000692544
870	0.2999473448
871	0.2998333828
872	0.2996432084
873	0.2994826955
874	0.2993699062
875	0.2992849059
876	0.2991745845
877	0.299085172
878	0.2988965252
879	0.2987936418
880	0.2986317051
881	0.2984983189
882	0.2983730945
883	0.298231544
884	0.298023995
885	0.2978504269
886	0.2977254167
887	0.2975128678
888	0.2974552843
889	0.2973273277
890	0.2971754051
891	0.297056509
892	0.2968809188
893	0.2967825921
894	0.2966297739
895	0.296527313
896	0.2963817187
897	0.2962049162
898	0.2961082891
899	0.2959846262
900	0.2958674642
901	0.2957554178
902	0.2956426509
903	0.295545585
904	0.2954219258
905	0.29528131
906	0.2951820957
907	0.2950887718
908	0.2949642694
909	0.2948241036
910	0.294732031
911	0.294580014
912	0.2944001824
913	0.2942695896
914	0.2941687167
915	0.2940431719
916	0.29395653
917	0.2938590784
918	0.2936746192
919	0.2935704142
920	0.2934270096
921	0.2933298488
922	0.293180458
923	0.2930291936
924	0.2929106751
925	0.2928360421
926	0.2927066552
927	0.2925258411
928	0.2923573727
929	0.2922766238
930	0.2921871982
931	0.2921682863
932	0.2919958187
933	0.2918755232
934	0.2917959024
935	0.2916942783
936	0.2915742062
937	0.2914141477
938	0.2912448939
939	0.2910645119
940	0.2909446243
941	0.2908098372
942	0.290644081
943	0.290514352
944	0.2903134073
945	0.2901915545
946	0.2900817671
947	0.2899645021
948	0.2898392154
949	0.2897381577
950	0.2896789666
951	0.2895218757
952	0.2894037333
953	0.2892261465
954	0.2891077632
955	0.2889944925
956	0.2888681547
957	0.2887060398
958	0.2886332649
959	0.2885766139
960	0.2884475023
961	0.2883311746
962	0.2882761726
963	0.2881813573
964	0.288059054
965	0.2879193517
966	0.2878269519
967	0.2877361413
968	0.2876412979
969	0.2875554042
970	0.2874652783
971	0.2873271647
972	0.2872455599
973	0.2871363834
974	0.2870096454
975	0.2868759659
976	0.2867640331
977	0.2866501441
978	0.286535623
979	0.2865208651
980	0.2864456783
981	0.2864258136
982	0.2863135745
983	0.286239124
984	0.2861305132
985	0.2859880085
986	0.2858689304
987	0.2857758038
988	0.2856609014
989	0.2855102551
990	0.2854396269
991	0.2853196092
992	0.2851769558
993	0.2850082076
994	0.2848338606
995	0.2846810287
996	0.2845369957
997	0.2844128047
998	0.2842998203
999	0.2841691724
